ADXL_X,ADXL_Y,ADXL_Z,ITG_X,ITG_Y,ITG_Z,MMA_X,MMA_Y,MMA_Z
0.0885848725230292,-1.1995211817548073,-1.1350789917553763,-0.0584259526729771,-48.63947288599501,45.75949698905029,0.0799570391277082,-1.1931695995732463,-1.1598878211088324
-0.038955292616589,-1.236682884430496,-1.0428965821599447,15.125200897603188,-38.093341724830296,46.23748436501774,-0.0268457357765491,-1.2351992161076455,-1.057313193639752
-0.1358206608314225,-1.3245156232042763,-0.924739848434275,36.53952254908862,-33.32910642337809,49.80857813184062,-0.1340315856256727,-1.3405323055804428,-0.93164482078645
-0.1787713405988738,-1.4112096210628835,-0.8657669219990471,46.608120984027984,-31.94269707253509,58.7944768560912,-0.1798506001474571,-1.4385269333661217,-0.8867550779396148
-0.2277746847938608,-1.4481585281711182,-0.8776639566473147,46.70064669986188,-31.00621441978272,65.52367000416393,-0.211804074646955,-1.4802587156215072,-0.8956612420487102
-0.2608125379557081,-1.4316962927138954,-0.9220249794134784,43.87151828892387,-31.06315882916076,64.79238114302291,-0.2526521444238647,-1.465139987785005,-0.9305771321893724
-0.2818446917653558,-1.3806624467090105,-0.9488670656573754,40.23184628144006,-32.71724316075511,59.14419582907641,-0.2804936820932611,-1.4124049343800378,-0.9537190525622032
-0.2718619931074543,-1.333458634117524,-0.9418579204236626,34.28188983768024,-36.512874149780735,50.007866241993895,-0.2702178772794202,-1.365419715587484,-0.9477395887172544
-0.2732530479324463,-1.2755825860112044,-0.9088331518052164,26.785931839409844,-39.729125173057945,38.87637629678609,-0.274086962283617,-1.3248969167655116,-0.9174048322505814
-0.2996612058958132,-1.2247004116099964,-0.8441847971931499,20.284857021919173,-40.54109562267655,28.885423108975864,-0.2979128129616052,-1.2758189573627026,-0.8612241916422769
-0.2669864696062817,-1.1605708028628687,-0.7673403274694144,13.96474292161035,-38.86232227429845,20.636247820436434,-0.2734219445537957,-1.19623377712287,-0.7859939628042749
-0.2275537265792887,-1.022689238944278,-0.6979642377276194,6.2396387330999925,-34.479593602475845,11.857955410683074,-0.2391388980735987,-1.0662415988759903,-0.7075196351887743
-0.219393167727669,-0.8672478977865985,-0.5995526162443883,-2.465158404906984,-28.666784888188328,2.5023013915460246,-0.2246960800921745,-0.9028652016224676,-0.6080321053721593
-0.2119029630057021,-0.7016394436557838,-0.4865671884190586,-11.718750730554708,-24.19241766631881,-5.414540270340511,-0.2213407198037359,-0.7237859564660203,-0.4890689943176259
-0.2352965324338551,-0.4902528174014068,-0.3909573991524939,-22.80385802339485,-20.987345170003927,-10.143395587376627,-0.2522748041360464,-0.5222850004046737,-0.3884958090703327
-0.2747649352276491,-0.3034102653138029,-0.2546532023015524,-34.70718832057484,-15.095001679876033,-9.504499969604527,-0.3066930682930945,-0.3240569397983404,-0.2584001090458493
-0.2824253779590577,-0.2279649707490232,-0.1076182781500444,-43.07123382456698,-8.680848882285652,-4.747780089624774,-0.3195305330962326,-0.2421283892848689,-0.112736943528461
-0.2220553079354029,-0.2474380930509924,-0.0767542561515866,-44.65561261678834,-6.603483830728783,-1.2618509964986784,-0.250305005608238,-0.2571131315926057,-0.0727169627383526
-0.0776166446636149,-0.2255403534979676,-0.1486134983296666,-35.403027638051086,-0.9527753333897128,-1.5119531721046078,-0.1204008663387801,-0.2169682544147006,-0.132476299288169
0.066263091261533,-0.1121126588673593,-0.2360342399492247,-16.317488455457333,13.869921415028571,-3.555866654884224,0.0199623498434906,-0.1117680988228266,-0.2193620369644398
0.1614695611587207,-0.0079396219007434,-0.3391483382041919,1.65771667683378,30.293024059990834,-6.355495095659664,0.1173479291786395,-0.0158153852532418,-0.3154651766844208
0.2062670195133471,0.0532936006028576,-0.4693642764559411,6.30573770578647,46.24683289826066,-8.73947806403422,0.161255026763361,0.0355156370202395,-0.4523469245582104
0.1737497933076061,0.1110619692192405,-0.5898103978069249,-2.506678581097631,57.38334612993077,-10.477639723794884,0.1537548471502607,0.0869216200209845,-0.606332712126367
0.1668562165731723,0.127233759972832,-0.6800808741977079,-11.366178408922814,56.27905761634066,-10.810213497194656,0.1528033836019626,0.1118779413694531,-0.6905871923402586
0.1843836806189972,0.0204928975932154,-0.655031985528655,-16.68596969575773,48.77554090525744,-4.8254522424057,0.1726469792746816,0.0017209355429322,-0.6496053577929491
0.0795763520487665,-0.1835290775029276,-0.4496001795792849,-15.672621297169398,35.20139590962744,2.738294969524161,0.0883948560657965,-0.1817993514140604,-0.453857446728572
-0.0998349656552194,-0.3439141576886207,-0.2825678894106456,0.2821094486226919,9.622445698499597,3.962099100708676,-0.0764166187541368,-0.3347468419521992,-0.2809834769385748
-0.2314197449566941,-0.3925034190432379,-0.320016255607354,16.996327280173148,-22.10770695364582,4.295083494792856,-0.2070759052455766,-0.4114369236761615,-0.31584806094019
-0.2736720725102852,-0.4114028105108205,-0.4997712493043806,19.21975400755101,-53.277913901384586,8.40493551412121,-0.2609762889962068,-0.4359123260093156,-0.4938690899623633
-0.2328127512601426,-0.4436386044069855,-0.7410935481223143,12.57364735519736,-77.84215045089434,12.582255793850187,-0.2293153745546002,-0.4595277998355208,-0.7284782591373081
-0.1516570270226024,-0.4472239035391093,-0.8219180467657884,12.928518062322492,-79.77791340993343,11.994674884628632,-0.1849135614378649,-0.4403001981933677,-0.8425051362067788
-0.1778211785131583,-0.4200673530351139,-0.6840633346672258,30.194900060730827,-56.74232803024909,7.028478407371257,-0.2207009483834617,-0.4127403721013798,-0.7276955130441117
-0.340295434144517,-0.412427276919724,-0.5394242676778864,46.28907579001931,-32.511800615334806,3.932261065413819,-0.3542628490592172,-0.432758608026331,-0.5556428623180734
-0.4330553309464328,-0.4733764100926068,-0.4446705693544655,39.42982767790439,-20.02745141305026,2.6246650795419684,-0.4579015345250378,-0.5118957836005283,-0.4434852540171151
-0.4354733756310067,-0.5504949410580946,-0.4250226406623145,14.774266950139465,-14.96551904487642,-3.213485735020624,-0.4474644115956994,-0.60937876339975,-0.428132645716373
-0.3856371146149951,-0.6536399135716026,-0.5059740073607744,-10.79072482723099,-13.328764951900162,-13.122372606271496,-0.3904625790422599,-0.688822479470949,-0.516500937096236
-0.2970280513580635,-0.8457350843386138,-0.6261043341983463,-26.034551167761308,-11.37463586203116,-25.40316246395784,-0.3150749787867424,-0.8626463093170539,-0.6253566349005041
